time,0.03,0.0336738614492812,0.0377976314968462,0.0424264068711929,0.047622031559046,0.0534539230884204,0.06,0.0673477228985624,0.0755952629936924,0.0848528137423857,0.095244063118092,0.106907846176841,0.12,0.134695445797125,0.151190525987385,0.169705627484771,0.190488126236184,0.213815692353681,0.24,0.269390891594249,0.302381051974769,0.339411254969543,0.380976252472368,0.427631384707363,0.48,0.538781783188499
1241247600,56458,58014.5,74279,82390,116235,154428.5,231732,301834,455923.5,657601.5,1041858.5,1655683,2511366.5,3956179,6150391.5,8285684.5,11210007,14025977,16590234.5,18353420,17656578.5,14340775.5,7852251,2830365.5,631753.5,430455.5
1241251200,49427,59091,70905,77886,96886,116448,183007,204013,331150,450727,628690,991947,1631376,2692469,4537301,6613166,9666004,13157037,16336550,19069319,19139688,17001655,10492322,4280237,959704,526747
1241254800,44956.5,58023,64088.5,70227.5,90788.5,114199.5,158668.5,195703,271113.5,386664.5,519664.5,798768,1315996.5,2148585.5,3761188.5,5739447.5,8795914.5,12593245,16423231,19350055.5,19375328,17227692,11773706.5,5857121.5,1817245.5,751503.5
1241258400,40486,56955,57272,62569,84691,111951,134330,187393,211077,322602,410639,605589,1000617,1604702,2985076,4865729,7925825,12029453,16509912,19630792,19610968,17453729,13055091,7434006,2674787,976260
1241262000,70456,109777,122261,135854.5,182686,241198,309980.5,394691.5,517336,691859,950534.5,1352871,1921287.5,2828551,4390255,6340371,9550231.5,12914792.5,16059083.5,17670165.5,16808428.5,14689519,11352351.5,6961600.5,2915486.5,1136496
1241265600,100426,162599,187250,209140,280681,370445,485631,601990,823595,1061116,1490430,2100153,2841958,4052400,5795434,7815013,11174638,13800132,15608255,15709539,14005889,11925309,9649612,6489195,3156186,1296732
1241269200,111931.5,175531.5,194567.5,232069,298109,408089,501177,661734.5,938923.5,1266715,1820352,2715060.5,3824333.5,5574252,8136526.5,10802988.5,14055467.5,15553679,15381913,14339710.5,12188862.5,10359156.5,8226316,5579385,2818409,1194799
1241272800,123437,188464,201885,254998,315537,445733,516723,721479,1054252,1472314,2150274,3329968,4806709,7096104,10477619,13790964,16936297,17307226,15155571,12969882,10371836,8793004,6803020,4669575,2480632,1092866
1241276400,144180,207144.5,229428,330013,421961.5,608958,787219,1194126.5,1769074.5,2504098,3787339,5436916.5,7545540.5,10146257.5,13660682.5,16269228,18270051,16775387.5,13760702.5,10735926,8179315.5,6723964,5113031.5,3477956.5,1810745,857099
1241280000,164923,225825,256971,405028,528386,772183,1057715,1666774,2483897,3535882,5424404,7543865,10284372,13196411,16843746,18747492,19603805,16243549,12365834,8501970,5986795,4654924,3423043,2286338,1140858,621332
1241283600,236723.5,319728.5,387491,593741.5,846892,1257544.5,1694246,2658182.5,3795024,5205631.5,7503084.5,10069974.5,12801688,15913046,19139064.5,20400547.5,20486112.5,16322939.5,11584222,7213736,4748326.5,3514275.5,2540879,1614943.5,816628,494113
1241287200,308524,413632,518011,782455,1165398,1742906,2330777,3649591,5106151,6875381,9581765,12596084,15319004,18629681,21434383,22053603,21368420,16402330,10802610,5925502,3509858,2373627,1658715,943549,492398,366894
1241290800,446128.5,643154.5,860051,1192406,1709023.5,2498784.5,3240841,4799155,6372136,8259173.5,10921978,13854768,16539872.5,19526245,21996414,22167006.5,20805544.5,15477616.5,9689795,4999942.5,2771437.5,1842562.5,1250345.5,749179,373190,330245.5
1241294400,583733,872677,1202091,1602357,2252649,3254663,4150905,5948719,7638121,9642966,12262191,15113452,17760741,20422809,22558445,22280410,20242669,14552903,8576980,4074383,2033017,1311498,841976,554809,253982,293597
1241298000,784216,1112944.5,1482472,1978145.5,2746661,3813465,4846794,6710555,8590517,10853153,13513708.5,16382871.5,18787905.5,21433931.5,23321346.5,22627305,20221157,13945778.5,7892784.5,3611265,1741296.5,1120407,751906.5,503914.5,216560,280311
1241301600,984699,1353212,1762853,2353934,3240673,4372267,5542683,7472391,9542913,12063340,14765226,17652291,19815070,22445054,24084248,22974200,20199645,13338654,7208589,3148147,1449576,929316,661837,453020,179138,267025
1241305200,910561.5,1250800,1652110.5,2220551,3052612.5,4216040,5405140.5,7348561.5,9379518,11821621,14630364,17589502,19993723.5,22507694,24451397.5,23886126.5,21469743,15230813,8494934,3701978.5,1449094,822291,589499,415921.5,167161.5,262241.5
1241308800,836424,1148388,1541368,2087168,2864552,4059813,5267598,7224732,9216123,11579902,14495502,17526713,20172377,22570334,24818547,24798053,22739841,17122972,9781279,4255810,1448612,715266,517161,378823,155185,257458
